id,commit,days
1794,false,299
1795,false,461
1796,false,0
1797,false,0
1798,false,0
1799,true,0
1800,false,1
1801,false,0
1802,false,0
1803,false,0
1804,false,1
1805,false,77
1806,false,0
1807,false,0
1808,false,9
1809,false,25
1810,false,25
1811,false,0
1812,false,3
1813,false,0
1814,false,0
1815,false,0
1816,false,0
1817,true,99
1818,false,1
1820,false,0
1821,false,9
1822,true,4
1823,false,2
1825,false,2
1826,false,1
1827,false,292
1828,false,22
1829,false,1
1831,true,3
1832,false,0
1833,true,2
1834,false,291
1835,false,0
1836,false,0
1837,false,130
1839,false,177
1840,false,0
1841,false,5
1842,false,0
1843,false,0
1844,false,0
1846,false,13
1847,false,0
1848,true,60
1849,false,0
1850,false,11
1851,false,180
1852,false,72
1853,false,85
1854,false,0
1855,false,0
1856,false,28
1857,false,0
1858,true,0
1859,false,0
1860,true,0
1861,false,0
1862,false,0
1863,false,0
1864,false,68
1865,false,0
1866,false,0
1867,false,0
1868,false,0
1869,false,1
1870,false,0
1871,true,1
1872,false,0
1873,false,64
1874,false,177
1875,false,55
1876,false,179
1877,false,329
1878,false,6
1880,false,7
1881,false,0
1882,false,0
1884,false,2
1885,false,6
1886,false,1
1887,false,0
1888,false,0
1889,false,177
1890,false,0
1891,false,0
1892,false,10
1893,false,0
1894,true,0
1895,false,0
1896,false,0
1897,false,0
1898,false,1
1899,false,0
1900,false,0
1901,false,0
1902,true,0
1903,false,0
1904,false,0
1905,false,0
1906,false,0
1907,true,110
1908,false,0
1909,false,329
1910,false,5
1911,false,0
1912,false,0
1913,false,15
1914,false,0
1915,false,0
1916,false,0
1917,false,164
1918,true,0
1919,false,0
1920,false,0
1921,true,0
1922,false,0
1924,false,0
1926,false,0
1927,false,0
1928,false,0
1929,true,192
1930,false,0
1931,true,1
1932,false,0
1933,false,0
1934,false,0
1935,false,0
1936,false,46
1937,true,1
1938,false,159
1939,false,46
1940,false,1
1941,false,0
1942,false,0
1943,false,1
1944,false,47
1946,false,0
1947,false,0
1948,false,0
1949,false,0
1950,true,18
1951,false,0
1952,true,2
1953,true,79
1954,false,47
1955,false,0
1956,false,0
1957,false,0
1958,false,0
1959,false,1
1960,false,432
1961,false,0
1962,false,1
1963,false,1
1965,false,0
1966,false,0
1967,false,0
1968,false,2
1969,true,2
1970,false,0
1971,false,0
1972,false,12
1973,false,41
1974,false,1
1975,false,0
1976,true,0
1977,false,0
1978,true,1
1979,false,0
1980,false,35
1981,false,30
1982,false,0
1983,false,197
1984,false,0
1985,false,3
1986,true,4
1987,false,0
1988,false,1
1989,false,0
1990,false,27
1991,false,0
1992,false,0
1993,true,11
1994,false,0
1995,false,29
1996,false,2
1997,false,80
1998,false,0
1999,true,9
2000,false,0
2001,false,4
2002,false,0
2003,false,145
2004,true,61
2005,false,0
2006,false,0
2007,false,34
2008,false,143
2009,true,1
2010,true,5
2011,false,0
2012,true,4
2013,false,6
2014,false,0
2015,false,0
2016,false,0
2017,true,46
2018,false,0
2019,false,5
2020,false,247
2021,false,0
2022,false,1
2023,false,1
2024,false,0
2025,false,0
2026,false,137
2027,false,0
2028,false,0
2029,true,0
2030,false,0
2031,false,0
2032,false,0
2033,false,0
2034,true,2
2035,false,0
2036,false,0
2037,false,1
2038,false,1
2039,true,1
2040,true,1
2041,true,6
2042,true,0
2043,false,132
2044,true,6
2045,false,0
2046,false,0
2047,false,285
2048,false,0
2049,false,0
2050,false,420
2051,false,0
2052,false,0
2053,false,0
2055,false,0
2056,false,0
2058,true,0
2059,true,2
2060,false,0
2061,false,6
2062,false,0
2063,true,8
2064,false,0
2065,false,0
2066,false,23
2067,false,11
2068,false,2
2069,false,152
2071,false,0
2072,false,0
2073,false,229
2074,false,0
2075,false,0
2076,false,0
2077,false,0
2078,false,227
2079,false,0
2080,false,0
2081,false,0
2082,true,10
2083,true,1
2084,false,1
2085,false,0
2086,false,0
2087,false,0
2088,false,0
2089,false,0
2090,true,29
2091,false,0
2092,false,0
2093,false,0
2094,false,1
2095,false,113
2096,false,113
2099,false,219
2100,false,3
2101,false,0
2102,false,1
2103,false,5
2104,false,7
2105,false,218
2106,false,1
2107,false,26
2108,false,4
2109,false,1
2110,false,0
2111,false,217
2112,false,108
2113,false,214
2114,true,26
2115,false,214
2116,false,1
2117,false,13
2118,false,7
2119,false,106
2120,false,0
2121,false,24
2122,false,0
2123,false,0
2124,false,3
2125,false,0
2126,false,1
2127,false,104
2128,false,0
2129,true,1
2130,true,1
2131,false,0
2132,false,0
2133,false,0
2134,true,0
2135,false,0
2136,false,7
2137,false,0
2138,true,5
2139,true,100
2141,false,0
2142,false,0
2143,true,0
2144,false,15
2145,false,3
2146,false,0
2147,false,3
2148,false,410
2149,false,0
2150,false,1
2151,true,163
2152,false,0
2153,false,0
2154,false,0
2155,true,6
2156,false,0
2158,true,4
2159,false,205
2160,false,0
2161,true,3
2162,false,0
2163,false,0
2164,false,1
2165,true,1
2166,false,93
2167,false,0
2168,false,0
2169,false,1
2170,false,3
2171,false,1
2172,false,26
2173,false,92
2174,false,0
2175,false,91
2176,false,39
2177,false,0
2178,false,1
2179,false,0
2180,false,0
2181,false,0
2182,true,10
2183,false,0
2184,false,0
2185,false,3
2186,true,1
2187,false,0
2188,false,0
2189,false,33
2190,false,0
2191,false,1
2192,true,129
2193,false,129
2194,false,31
2195,false,0
2196,false,0
2197,false,1
2198,false,128
2199,false,4
2200,false,0
2201,true,0
2202,false,0
2203,false,0
2204,false,2
2205,false,0
2206,false,0
2207,false,0
2209,false,0
2210,true,110
2212,true,0
2213,false,189
2214,false,0
2215,false,0
2216,false,0
2219,false,0
2220,false,0
2222,false,0
2223,false,0
2224,false,0
2225,false,0
2226,false,0
2227,false,0
2228,false,0
2229,false,0
2230,false,2
2231,false,7
2232,false,9
2233,true,0
2234,false,75
2236,true,22
2237,false,0
2238,false,0
2239,false,0
2240,false,21
2241,false,74
2242,false,0
2243,false,5
2244,false,0
2245,false,0
2246,true,2
2247,false,0
2248,false,0
2249,false,0
2251,true,50
2252,false,219
2253,false,0
2254,false,69
2255,false,19
2256,false,0
2257,false,0
2258,false,176
2259,false,0
2260,false,0
2261,false,16
2262,true,63
2263,false,0
2264,false,0
2265,false,0
2266,false,176
2268,false,0
2269,false,0
2270,false,0
2271,false,58
2272,false,0
2273,false,0
2274,false,66
2275,false,6
2276,false,0
2277,false,0
2278,false,0
2279,false,0
2280,false,0
2281,false,64
2282,true,31
2283,false,0
2284,true,0
2285,false,0
2286,false,0
2287,false,0
2288,true,184
2289,false,0
2290,false,63
2293,false,0
2294,true,8
2295,false,0
2296,true,8
2297,false,0
2298,false,265
2301,false,11
2302,false,0
2303,false,0
2304,false,0
2305,false,311
2306,false,0
2307,false,0
2308,false,0
2309,true,4
2310,false,0
2311,false,0
2312,false,0
2313,false,0
2314,false,107
2315,false,80
2316,true,34
2317,false,4
2318,false,0
2319,false,53
2320,false,20
2321,true,1
2322,false,0
2323,false,0
2324,false,0
2325,false,0
2326,false,51
2329,true,0
2330,false,0
2331,false,0
2332,false,0
2333,false,0
2334,false,0
2335,true,0
2336,false,0
2337,false,0
2338,false,28
2339,true,0
2340,false,0
2341,false,0
2342,false,277
2343,false,0
2345,false,0
2346,false,0
2347,false,0
2348,false,0
2349,false,0
2350,false,1
2351,true,0
2352,false,0
2353,false,47
2354,false,12
2355,false,1
2356,false,46
2357,false,46
2358,false,0
2359,false,0
2360,false,0
2361,false,271
2362,false,2
2363,false,42
2364,true,1
2365,false,1
2366,false,0
2367,false,0
2368,true,11
2369,true,1
2371,true,3
2372,false,3
2373,true,0
2374,false,0
2375,false,5
2376,false,0
2377,true,28
2378,false,0
2379,false,6
2380,false,0
2381,false,3
2382,false,0
2383,false,2
2384,false,0
2385,false,5
2386,false,0
2387,false,0
2388,false,0
2389,true,3
2390,false,0
2391,false,1
2392,true,102
2393,false,6
2394,true,0
2395,false,0
2396,false,0
2397,false,1
2398,false,0
2399,false,38
2400,false,279
2401,false,0
2402,false,0
2403,false,2
2404,true,0
2405,false,3
2406,false,0
2407,false,0
2408,false,0
2409,false,0
2410,false,0
2411,false,0
2412,false,0
2413,false,0
2414,false,250
2415,false,0
2416,true,391
2418,false,0
2419,false,0
2420,false,0
2421,false,0
2422,true,1
2423,false,0
2424,false,0
2425,false,191
2427,false,0
2428,false,0
2429,false,0
2430,false,0
2431,false,0
2432,false,0
2433,true,59
2434,true,0
2435,false,2
2437,false,0
2438,false,12
2439,false,443
2440,false,1
2441,false,430
2442,false,0
2443,false,1
2444,false,53
2445,false,0
2446,true,1
2447,false,0
2448,false,0
2449,false,0
2550,false,0
2551,false,28
2552,false,3
2553,false,0
2554,false,0
2555,false,3
2556,false,90
2557,false,0
2558,false,0
2559,false,0
2560,false,0
2561,true,0
2562,false,0
2563,false,0
2564,false,0
2565,false,0
2566,false,0
2567,false,9
2568,false,0
2569,false,0
2570,false,5
2572,false,0
2573,false,0
2574,false,0
2575,false,0
2576,false,1
2577,false,118
2578,false,0
2579,false,0
2580,false,1
2581,false,0
2582,false,0
2583,false,0
2584,false,116
2585,false,3
2586,false,0
2587,false,0
2588,false,0
2589,true,25
2590,false,0
2591,false,1
2592,false,0
2593,false,0
2594,false,1
2595,false,1
2596,false,7
2597,false,0
2598,true,2
2600,true,0
2601,false,0
2602,false,0
2603,false,0
2604,true,14
2605,true,14
2607,false,80
2608,true,0
2609,false,0
2610,false,0
2611,false,0
2612,false,0
2613,false,1
2614,false,0
2615,false,0
2616,false,0
2617,false,0
2618,false,0
2620,false,0
2621,true,0
2623,false,0
2624,true,82
2625,false,2
2626,false,0
2627,true,1
2628,false,0
2629,false,32
2630,true,1
2631,false,1
2632,false,0
2633,false,1
2634,false,0
2635,false,1
2637,false,0
2639,false,0
2640,false,0
2641,false,0
2642,false,0
2645,false,1
2646,false,0
2648,false,0
2650,true,0
2651,false,19
2653,false,0
2654,false,183
2655,false,0
2656,false,0
2657,false,0
2658,false,0
2659,false,14
2662,true,8
2663,true,72
2664,false,0
2665,true,7
2666,false,6
2667,true,3
2669,false,0
2670,false,0
2671,true,0
2672,false,4
2673,false,0
2674,false,0
2675,false,7
2676,false,0
2677,false,0
2678,false,0
2679,false,342
2680,false,0
2681,false,0
2682,false,0
2683,false,0
2684,false,0
2685,false,0
2686,false,0
2687,false,1
2688,false,0
2689,false,0
2690,false,0
2691,false,4
2692,false,0
2693,false,0
2694,true,0
2695,false,0
2696,false,0
2699,false,0
2700,false,0
2701,false,0
2702,false,0
2703,true,42
2704,true,1
2705,true,0
2706,false,0
2707,false,0
2708,false,0
2709,false,13
2711,false,0
2712,false,0
2713,false,0
2714,false,4
2715,false,0
2716,false,0
2717,false,0
2718,false,1
2719,false,0
2720,false,0
2722,false,0
2723,false,6
2724,false,0
2726,false,0
2727,false,0
2728,true,0
2729,false,0
2731,false,0
2732,true,4
2733,false,0
2734,false,0
2735,false,0
2736,false,0
2738,false,2
2742,false,0
2744,false,0
2745,false,0
2746,false,11
2747,true,2
2748,false,2
2749,false,0
2750,false,0
2751,false,0
2752,false,0
2753,false,1
2754,false,0
2755,false,0
2756,false,66
2757,false,0
2758,false,23
2759,false,1
2761,false,0
2762,false,0
2763,false,0
2764,false,0
2765,true,7
2766,false,0
2768,false,0
2772,false,0
2773,false,0
2775,false,27
2776,false,0
2777,false,0
2779,true,66
2780,false,0
2781,false,1
2782,true,133
2785,false,0
2786,false,0
2787,false,16
2788,false,137
2789,false,0
2790,false,0
2791,false,12
2792,false,17
2793,false,17
2794,false,0
2795,false,11
2796,false,0
2797,false,0
2798,false,7
2799,false,7
2800,false,0
2801,false,7
2802,false,16
2803,false,7
2804,false,0
2805,false,0
2806,false,0
2808,false,0
2809,false,0
2810,false,1
2811,false,0
2812,false,0
2813,false,5
2814,false,0
2815,false,0
2816,false,0
2817,false,0
2818,false,0
2819,true,1
2820,true,4
2821,false,0
2822,false,0
2823,false,51
2824,false,0
2825,false,8
2826,false,0
2827,true,2
2828,false,6
2829,false,0
2830,false,0
2831,false,0
2832,false,0
2833,false,0
2834,false,1
2835,false,24
2836,false,9
2837,false,153
2838,false,0
2839,false,206
2840,true,0
2841,false,0
2842,false,30
2843,false,0
2844,true,0
2845,false,0
2846,false,4
2847,false,0
2848,false,0
2849,false,0
2850,false,0
2851,true,0
2852,false,0
2853,false,0
2854,true,16
2855,false,0
2856,false,0
2857,false,61
2858,false,0
2859,false,0
2860,false,219
2861,false,0
2862,false,0
2863,false,0
2864,false,42
2865,false,0
2866,false,26
2867,false,0
2868,false,0
2869,false,0
2870,false,0
2871,false,0
2872,true,15
2873,false,0
2874,false,0
2875,false,0
2876,false,0
2877,false,0
2878,true,0
2879,false,0
2880,false,0
2881,false,0
2882,true,4
2883,false,0
2884,false,0
2885,false,0
2887,false,0
2888,false,0
2889,false,7
2890,true,1
2891,false,0
2892,false,0
2893,false,0
2894,false,0
2895,false,0
2896,false,0
2897,false,0
2898,false,0
2899,true,4
2900,false,0
2901,false,0
2902,false,0
2903,false,0
2904,false,0
2905,false,0
2906,false,37
2907,false,0
2909,false,0
2910,false,10
2912,true,10
2913,false,0
2914,false,14
2915,true,10
2916,false,0
2917,false,0
2918,false,0
2919,false,0
2920,false,0
2921,false,0
2923,false,0
2924,false,264
2925,false,0
2926,true,7
2927,false,0
2928,false,0
2929,false,0
2930,false,0
2931,false,0
2932,false,1
2933,false,0
2935,false,0
2936,false,0
2937,false,0
2938,false,0
2939,false,0
2940,false,0
2942,false,0
2943,false,2
2944,false,1
2945,false,0
2946,false,0
2947,false,0
2948,false,2
2949,false,0
2950,false,1
2952,false,0
2953,false,0
2954,false,0
2955,false,0
2956,false,0
2957,false,0
2959,false,0
2960,false,0
2961,true,9
2962,false,0
2963,false,0
2964,false,0
2965,false,0
2966,false,0
2967,false,0
2968,false,2
2969,false,2
2970,false,0
2971,false,0
2972,false,1
2973,false,0
2974,false,0
2975,false,3
2976,false,0
2977,false,0
2978,false,0
2979,false,0
2980,false,0
2981,false,0
2982,false,17
2983,false,0
2984,false,0
2985,false,0
2986,false,0
2987,true,0
2988,false,0
2989,false,0
2991,false,0
2992,false,0
2993,true,11
2994,false,2
2995,false,0
2996,false,0
2997,false,0
2998,false,0
2999,false,0
3000,false,0
3001,false,215
3002,true,33
3003,false,0
3004,false,0
3005,false,0
3006,true,0
3007,false,2
3008,false,0
3009,false,0
3010,false,0
3011,false,27
3012,true,101
3013,false,0
3014,true,0
3015,false,0
3016,false,0
3017,false,63
3018,false,0
3019,false,0
3020,false,0
3021,false,0
3022,false,0
3023,false,2
3024,false,0
3025,false,0
3026,false,0
3027,false,0
3028,true,8
3029,false,2
3030,false,0
3031,false,0
3032,false,0
3033,false,0
3034,false,0
3035,false,0
3036,false,0
3037,false,35
3038,false,12
3039,false,0
3040,false,0
3041,false,0
3042,true,0
3043,false,0
3044,true,0
3045,true,0
3046,false,0
3047,false,0
3048,false,0
3049,false,0
3050,false,0
3051,false,0
3052,false,0
3053,false,0
3054,false,1
3055,false,10
3056,false,0
3057,false,0
3058,false,130
3059,false,0
3060,false,1
3061,false,0
3062,false,0
3063,false,0
3064,false,0
3065,false,0
3066,true,0
3067,false,0
3068,true,23
3069,false,0
3070,false,4
3071,false,0
3072,false,96
3073,false,19
3074,true,6
3075,false,6
3076,false,0
3077,true,55
3078,false,0
3079,false,0
3080,false,54
3081,false,0
3082,false,0
3083,false,3
3084,false,0
3085,false,11
3086,true,0
3087,false,8
3088,false,0
3089,false,0
3090,false,0
3091,false,0
3092,false,0
3093,false,0
3094,false,0
3095,false,0
3096,false,0
3097,false,40
3098,false,1
3099,true,9
3100,true,0
3101,false,0
3102,false,8
3103,true,0
3104,false,0
3105,false,0
3106,false,0
3107,false,0
3108,false,0
3109,false,0
3110,false,0
3111,false,0
3112,false,1
3113,false,0
3114,false,0
3115,true,0
3116,false,0
3117,false,1
3118,false,87
3119,false,0
3120,false,34
3121,false,0
3122,false,0
3123,false,0
3125,true,0
3126,false,0
3128,true,38
3129,true,0
3130,false,0
3131,false,0
3132,false,0
3133,false,0
3134,true,0
3135,false,0
3136,true,16
3137,false,0
3138,true,0
3139,false,0
3140,false,0
3141,false,0
3142,true,0
3143,false,11
3144,false,0
3145,true,0
3146,true,0
3147,false,0
3148,false,0
3149,false,0
3150,false,0
3151,false,0
3152,false,0
3153,false,0
3154,false,0
3155,false,30
3156,false,0
3157,false,0
3158,false,0
3159,false,0
3160,false,15
3161,false,0
3162,false,0
3163,true,2
3164,true,0
3165,true,0
3166,false,83
3167,false,0
3168,false,0
3169,false,102
3170,false,0
3171,false,0
3172,false,6
3173,false,0
3174,true,3
3175,false,0
3176,false,1
3177,false,0
3178,true,0
3179,true,1
3180,false,0
3181,false,0
3182,true,5
3184,false,0
3185,false,0
3186,false,0
3187,false,0
3188,false,0
3189,false,254
3190,false,0
3191,false,0
3192,false,0
3193,true,2
3194,false,0
3195,false,0
3196,false,0
3197,true,232
3198,false,0
3199,false,0
3200,false,0
3201,true,0
3202,false,0
3203,false,3
3204,true,3
3205,false,0
3206,false,0
3207,false,0
3208,false,0
3209,false,0
3210,false,0
3213,false,0
3214,false,0
3216,false,0
3217,false,2
3218,false,2
3219,false,7
3220,false,0
3221,false,0
3222,false,0
3223,true,0
3224,false,0
3225,false,0
3226,false,2
3227,true,33
3228,false,0
3229,false,0
3230,false,0
3231,false,0
3232,false,0
3233,false,0
3234,false,0
3235,false,0
3236,true,0
3237,false,0
3238,false,0
3239,false,0
3240,false,0
3241,true,172
3242,false,0
3243,false,0
3244,false,0
3245,false,54
3246,false,0
3247,false,0
3248,false,0
3249,false,0
3250,false,0
3251,false,0
3252,false,0
3253,false,0
3254,false,60
3255,false,0
3256,false,0
3257,false,0
3258,false,72
3259,false,3
3260,false,0
3261,false,0
3262,true,2
3263,false,0
3264,false,0
3265,false,0
3266,false,0
3267,true,0
3268,false,0
3269,false,0
3270,false,0
3272,false,1
3273,false,0
3274,false,0
3275,false,0
3276,false,27
3277,false,0
3278,true,26
3279,false,0
3280,false,0
3281,false,0
3282,false,240
3284,false,0
3285,false,0
3286,false,0
3287,true,0
3288,false,0
3289,false,0
3290,false,0
3291,false,0
3292,false,2
3293,false,0
3294,false,0
3295,false,0
3296,false,4
3297,true,48
3298,false,0
3299,true,3
3300,false,0
3301,true,3
3302,false,0
3303,false,0
3304,false,0
3305,true,52
3306,true,2
3308,false,0
3309,false,0
3310,true,3
3311,false,0
3312,false,0
3313,false,0
3314,false,0
3315,false,0
3316,false,0
3317,false,0
3318,false,0
3319,false,0
3320,false,0
3321,true,3
3323,false,0
3324,false,1
3325,false,0
3326,false,0
3327,false,0
3328,false,229
3329,false,1
3330,true,0
3331,false,0
3332,false,0
3333,false,0
3334,false,53
3335,true,5
3336,false,0
3337,true,2
3338,false,0
3339,false,0
3340,true,0
3341,false,0
3342,false,0
3343,false,0
3344,false,0
3346,true,6
3347,true,6
3348,true,0
3349,true,0
3350,false,0
3351,false,1
3352,false,0
3353,false,0
3354,false,7
3355,true,0
3356,false,0
3358,false,0
3359,false,0
3360,false,5
3361,false,0
3362,true,0
3363,false,0
3364,false,0
3365,false,0
3366,false,0
3367,false,0
3368,false,0
3369,false,0
3370,false,1
3371,false,2
3372,false,0
3373,false,0
3374,false,0
3375,true,0
3376,false,0
3377,false,0
3378,false,0
3380,false,0
3381,false,0
3382,false,0
3383,false,0
3384,false,0
3385,false,0
3386,false,0
3387,false,22
3389,false,40
3390,false,0
3391,false,0
3392,false,0
3393,false,0
3394,true,137
3395,false,0
3396,false,15
3397,true,4
3398,false,0
3400,false,0
3401,false,4
3402,false,0
3403,false,0
3404,false,0
3405,false,0
3406,false,1
3407,true,157
3408,false,0
3410,false,0
3411,false,2
3412,false,0
3413,false,0
3414,false,0
3415,false,0
3416,false,0
3417,false,0
3418,false,0
3419,false,3
3421,false,0
3422,false,1
3423,false,0
3424,false,24
3426,false,0
3427,false,0
3428,false,0
3429,false,0
3431,false,13
3432,false,28
3434,false,1
3435,false,0
3436,true,0
3437,false,0
3438,false,0
3440,true,0
3441,false,1
3442,false,0
3443,false,0
3444,false,3
3445,true,0
3446,false,0
3447,false,18
3448,true,0
3449,true,0
3450,false,0
3451,true,0
3452,false,0
3453,false,0
3454,false,0
3455,false,0
3456,false,0
3457,true,7
3458,true,7
3459,false,0
3460,false,0
3461,true,0
3462,false,0
3463,false,1
3464,false,5
3465,false,0
3466,true,9
3467,false,0
3468,true,0
3469,false,0
3470,true,2
3471,false,2
3473,false,39
3475,false,0
3476,false,5
3477,false,0
3478,false,2
3479,false,0
3480,false,1
3481,false,3
3482,false,0
3483,false,0
3484,false,0
3485,false,0
3486,false,0
3487,false,0
3488,false,0
3490,false,0
3491,false,0
3492,true,1
3493,false,0
3494,false,10
3495,false,0
3496,true,21
3497,false,2
3498,false,0
3499,false,0
3500,true,10
3501,false,0
3502,true,19
3503,true,8
3505,true,8
3506,true,8
3507,false,9
3509,true,8
3510,false,9
3511,true,8
3512,false,0
3513,true,0
3514,false,0
3515,false,61
3516,true,0
3517,true,0
3518,false,0
3519,false,0
3520,false,126
3522,false,81
3523,false,124
3525,true,15
3526,false,96
3527,false,116
3528,false,129
3529,true,0
3530,true,1
3531,false,0
3532,false,0
3533,false,18
3534,false,0
3535,false,0
3536,false,0
3537,false,0
3538,false,0
3539,false,92
3540,false,14
3541,false,13
3542,false,0
3543,false,0
3544,false,0
3545,false,0
3546,false,0
3547,false,87
3548,false,0
3549,false,0
3550,false,0
3551,false,2
3552,false,0
3553,false,0
3554,false,69
3555,false,0
3556,false,0
3557,false,0
3558,false,0
3559,false,0
3560,false,0
3561,false,20
3562,false,0
3563,false,79
3564,false,0
3565,false,0
3566,false,0
3567,false,77
3568,false,0
3569,false,0
3570,false,0
3571,false,16
3572,false,0
3573,false,0
3574,false,0
3575,false,0
3576,false,0
3577,true,34
3578,true,15
3579,false,0
3580,false,0
3581,false,0
3582,false,0
3583,false,0
3584,true,116
3585,false,1
3587,false,0
3588,true,12
3589,false,0
3590,false,0
3591,false,0
3592,false,0
3593,false,0
3594,false,0
3596,true,0
3597,false,0
3598,false,0
3599,false,0
3600,false,69
3601,false,0
3602,false,0
3603,false,0
3605,false,31
3606,false,1
3607,false,0
3609,false,0
3610,false,0
3611,false,0
3612,false,0
3613,true,2
3614,true,1
3615,false,0
3617,false,0
3618,false,0
3619,true,12
3621,false,0
3622,false,1
3623,true,22
3624,false,131
3626,false,2
3627,false,6
3629,false,0
3630,false,0
3631,false,0
3632,false,0
3634,true,39
3635,false,7
3636,false,20
3637,false,6
3638,true,6
3639,true,2
3640,false,2
3641,false,0
3642,false,52
3643,false,0
3644,false,0
3645,false,0
3646,false,0
3647,true,14
3648,false,50
3649,false,0
3650,false,0
3651,true,0
3652,false,0
3653,false,110
3654,false,0
3655,false,0
3656,false,0
3657,false,0
3658,false,0
3659,false,0
